SanJoaquin,30000,70000,<U,C>,8508.127768226,5316.280908717,37.52,2020-04-18 20-07-56
SanJoaquin,30000,70000,<U,C>,2767.183478073,1731.178732214,37.44,2020-04-18 21-28-16
SanJoaquin,30000,70000,<U,C>,9396.16697368,5958.429390631,36.59,2020-04-19 01-47-08
SanJoaquin,70000,29999,<C,C>,499.865004777,238.503249263,52.29,2020-04-19 02-13-55
SanJoaquin,70000,29999,<C,C>,433.006187097,215.21470615,50.3,2020-04-19 02-28-18
SanJoaquin,70000,29999,<C,C>,440.960643368,207.229287109,53.01,2020-04-19 02-45-39
SanJoaquin,70000,29999,<C,C>,461.46018149,225.96097029,51.03,2020-04-19 03-06-04
SanJoaquin,70000,30000,<U,U>,459.912789091,268.763696878,41.56,2020-04-19 03-18-16
SanJoaquin,70000,30000,<U,U>,433.720133554,254.12663446,41.41,2020-04-19 03-29-48
SanJoaquin,70000,30000,<U,U>,451.275234673,264.297268542,41.43,2020-04-19 03-41-47
SanJoaquin,70000,30000,<U,U>,452.24631437,264.805029988,41.45,2020-04-19 03-53-48
SanJoaquin,100000,30000,<C,U>,1038.830745383,538.332725241,48.18,2020-04-19 04-27-30
SanJoaquin,100000,30000,<C,U>,1016.830511334,538.841989612,47.01,2020-04-19 05-03-26
SanJoaquin,100000,30000,<C,U>,1026.903183442,509.499224518,50.38,2020-04-19 05-37-50
SanJoaquin,100000,30000,<C,U>,967.037937374,505.940577952,47.68,2020-04-19 06-09-55
SanJoaquin,30000,100000,<U,C>,7187.216382751,4759.929414646,33.77,2020-04-19 09-31-05
SanJoaquin,30000,100000,<U,C>,4313.14887771,2762.283684904,35.96,2020-04-19 11-32-20
SanJoaquin,30000,100000,<U,C>,2982.187919674,1899.633113398,36.3,2020-04-19 12-59-52
SanJoaquin,30000,100000,<U,C>,6673.429764284,4280.349581207,35.86,2020-04-19 16-18-12
SanJoaquin,100000,29999,<C,C>,937.710221901,401.201330201,57.21,2020-04-19 16-48-18
SanJoaquin,100000,29999,<C,C>,913.341706633,368.999888574,59.6,2020-04-19 17-16-15
SanJoaquin,100000,29999,<C,C>,943.836934679,394.107691819,58.24,2020-04-19 17-46-30
SanJoaquin,100000,29999,<C,C>,907.671264193,376.008915295,58.57,2020-04-19 18-20-17
SanJoaquin,100000,30000,<U,U>,788.171915541,422.906443963,46.34,2020-04-19 18-40-34
SanJoaquin,100000,30000,<U,U>,709.042432181,379.080824163,46.54,2020-04-19 18-58-46
SanJoaquin,100000,30000,<U,U>,833.706596143,419.666225403,49.66,2020-04-19 19-19-44
SanJoaquin,100000,30000,<U,U>,829.900417098,445.549518872,46.31,2020-04-19 19-41-05
